Yer,Puan,Şehir,KullanıcıSayısı,Kategori,Mevsim
Gezilecek Yer 14100,3.9,Antalya,45236,Park,Sonbahar
Gezilecek Yer 14101,4.1,Muğla,42361,Restoran,Bahar
Gezilecek Yer 14102,4.0,İzmir,10829,Restoran,Sonbahar
Gezilecek Yer 14103,3.7,İzmir,5351,Plaj,Sonbahar
Gezilecek Yer 14104,4.8,Trabzon,18236,Plaj,Sonbahar
Gezilecek Yer 14105,4.1,Trabzon,53245,Müze,Yaz
Gezilecek Yer 14106,4.6,Antalya,16604,Plaj,Kış
Gezilecek Yer 14107,4.1,Trabzon,44358,Restoran,Bahar
Gezilecek Yer 14108,3.6,Muğla,43812,Restoran,Bahar
Gezilecek Yer 14109,4.3,İstanbul,56806,Park,Kış
Gezilecek Yer 14110,4.2,Adana,45176,Müze,Yaz
Gezilecek Yer 14111,3.7,Adana,56214,Müze,Yaz
Gezilecek Yer 14112,3.5,İzmir,31896,Müze,Kış
Gezilecek Yer 14113,3.8,Muğla,28705,Park,Sonbahar
Gezilecek Yer 14114,4.0,Muğla,13983,Restoran,Yaz
Gezilecek Yer 14115,4.7,Trabzon,13037,Plaj,Sonbahar
Gezilecek Yer 14116,4.3,Konya,50519,Tarihi Yer,Kış
Gezilecek Yer 14117,4.2,İzmir,50827,Plaj,Bahar
Gezilecek Yer 14118,4.5,İstanbul,56105,Plaj,Bahar
Gezilecek Yer 14119,3.7,Adana,16161,Restoran,Kış
Gezilecek Yer 14120,4.6,İzmir,55513,Tarihi Yer,Kış
Gezilecek Yer 14121,4.5,Bodrum,50854,Müze,Sonbahar
Gezilecek Yer 14122,4.7,İstanbul,53711,Müze,Sonbahar
Gezilecek Yer 14123,4.3,Trabzon,55027,Tarihi Yer,Bahar
Gezilecek Yer 14124,3.6,Muğla,19470,Restoran,Sonbahar
Gezilecek Yer 14125,5.0,Adana,21103,Park,Sonbahar
Gezilecek Yer 14126,3.9,Antalya,25803,Tarihi Yer,Yaz
Gezilecek Yer 14127,4.6,Antalya,17850,Restoran,Sonbahar
Gezilecek Yer 14128,4.2,Ankara,17626,Restoran,Bahar
Gezilecek Yer 14129,3.6,Ankara,55041,Müze,Bahar
Gezilecek Yer 14130,3.6,Bodrum,22128,Müze,Kış
Gezilecek Yer 14131,4.5,Antalya,41244,Park,Yaz
Gezilecek Yer 14132,4.5,Antalya,12896,Tarihi Yer,Bahar
Gezilecek Yer 14133,3.9,Bodrum,52011,Tarihi Yer,Sonbahar
Gezilecek Yer 14134,3.8,İzmir,37599,Tarihi Yer,Bahar
Gezilecek Yer 14135,4.2,Adana,44790,Müze,Sonbahar
Gezilecek Yer 14136,4.5,İstanbul,55729,Müze,Bahar
Gezilecek Yer 14137,4.6,Trabzon,34090,Plaj,Kış
Gezilecek Yer 14138,4.7,Ankara,7225,Park,Sonbahar
Gezilecek Yer 14139,4.4,İstanbul,14325,Müze,Yaz
Gezilecek Yer 14140,4.8,İzmir,6246,Plaj,Sonbahar
Gezilecek Yer 14141,4.4,Antalya,8665,Müze,Bahar
Gezilecek Yer 14142,4.3,İstanbul,49959,Müze,Kış
Gezilecek Yer 14143,4.2,Bodrum,24662,Tarihi Yer,Yaz
Gezilecek Yer 14144,4.4,Antalya,2604,Park,Yaz
Gezilecek Yer 14145,4.5,Konya,10597,Tarihi Yer,Bahar
Gezilecek Yer 14146,4.3,Konya,11696,Park,Yaz
Gezilecek Yer 14147,4.8,Konya,33891,Restoran,Bahar
Gezilecek Yer 14148,4.5,Bodrum,34202,Restoran,Sonbahar
Gezilecek Yer 14149,4.0,İzmir,13203,Plaj,Kış
Gezilecek Yer 14150,3.8,Bodrum,29568,Restoran,Bahar
Gezilecek Yer 14151,3.7,Muğla,32927,Restoran,Sonbahar
Gezilecek Yer 14152,4.0,Trabzon,59413,Müze,Kış
Gezilecek Yer 14153,4.0,Bursa,40178,Park,Sonbahar
Gezilecek Yer 14154,4.9,Konya,17477,Plaj,Yaz
Gezilecek Yer 14155,4.2,Bodrum,15547,Restoran,Sonbahar
Gezilecek Yer 14156,3.9,Antalya,18368,Plaj,Yaz
Gezilecek Yer 14157,3.6,Bodrum,966,Tarihi Yer,Bahar
Gezilecek Yer 14158,4.1,Bursa,26912,Tarihi Yer,Sonbahar
Gezilecek Yer 14159,3.9,Muğla,56892,Park,Kış
Gezilecek Yer 14160,3.9,Antalya,28041,Müze,Sonbahar
Gezilecek Yer 14161,4.2,Trabzon,1066,Müze,Yaz
Gezilecek Yer 14162,3.9,Ankara,7160,Park,Kış
Gezilecek Yer 14163,5.0,Ankara,16979,Restoran,Bahar
Gezilecek Yer 14164,4.1,Ankara,33838,Tarihi Yer,Sonbahar
Gezilecek Yer 14165,4.9,Konya,20159,Müze,Sonbahar
Gezilecek Yer 14166,4.6,Trabzon,7878,Tarihi Yer,Kış
Gezilecek Yer 14167,3.6,Konya,7567,Tarihi Yer,Yaz
Gezilecek Yer 14168,4.3,İstanbul,29724,Müze,Bahar
Gezilecek Yer 14169,3.5,Konya,53564,Plaj,Kış
Gezilecek Yer 14170,3.8,Bodrum,43191,Müze,Yaz
Gezilecek Yer 14171,4.9,Trabzon,46829,Restoran,Bahar
Gezilecek Yer 14172,4.6,Ankara,29455,Restoran,Yaz
Gezilecek Yer 14173,3.7,Ankara,22353,Müze,Sonbahar
Gezilecek Yer 14174,4.5,Adana,25235,Müze,Yaz
Gezilecek Yer 14175,3.5,Bodrum,83,Park,Sonbahar
Gezilecek Yer 14176,3.6,İstanbul,9995,Plaj,Sonbahar
Gezilecek Yer 14177,3.8,Adana,47315,Plaj,Yaz
Gezilecek Yer 14178,3.9,Antalya,42148,Restoran,Sonbahar
Gezilecek Yer 14179,4.2,Bodrum,18548,Park,Sonbahar
Gezilecek Yer 14180,3.6,Antalya,50257,Tarihi Yer,Kış
Gezilecek Yer 14181,4.2,İzmir,27574,Tarihi Yer,Bahar
Gezilecek Yer 14182,4.6,İstanbul,38913,Tarihi Yer,Kış
Gezilecek Yer 14183,4.0,İzmir,29728,Plaj,Bahar
Gezilecek Yer 14184,4.0,Adana,38046,Restoran,Bahar
Gezilecek Yer 14185,4.3,Konya,18864,Restoran,Kış
Gezilecek Yer 14186,4.6,Bursa,29981,Restoran,Bahar
Gezilecek Yer 14187,4.2,Bursa,26749,Tarihi Yer,Kış
Gezilecek Yer 14188,4.0,İzmir,36500,Park,Sonbahar
Gezilecek Yer 14189,4.5,Trabzon,48515,Tarihi Yer,Yaz
Gezilecek Yer 14190,4.0,İzmir,33767,Müze,Yaz
Gezilecek Yer 14191,3.7,Konya,51874,Tarihi Yer,Bahar
Gezilecek Yer 14192,4.1,İstanbul,18628,Restoran,Sonbahar
Gezilecek Yer 14193,4.6,İzmir,9341,Plaj,Sonbahar
Gezilecek Yer 14194,4.3,Ankara,44356,Plaj,Kış
Gezilecek Yer 14195,4.9,Bodrum,28377,Tarihi Yer,Kış
Gezilecek Yer 14196,4.6,Bodrum,45220,Tarihi Yer,Bahar
Gezilecek Yer 14197,3.7,Bodrum,15006,Müze,Bahar
Gezilecek Yer 14198,3.6,İstanbul,8080,Restoran,Yaz
Gezilecek Yer 14199,3.6,İstanbul,21277,Müze,Kış
Gezilecek Yer 14200,4.1,Antalya,2283,Tarihi Yer,Bahar
Gezilecek Yer 14201,4.3,Adana,31617,Müze,Yaz
Gezilecek Yer 14202,4.1,Bursa,12037,Plaj,Kış
Gezilecek Yer 14203,4.7,Muğla,22994,Müze,Sonbahar
Gezilecek Yer 14204,4.3,Muğla,33658,Tarihi Yer,Sonbahar
Gezilecek Yer 14205,4.7,Adana,57436,Tarihi Yer,Yaz
Gezilecek Yer 14206,4.5,Adana,40110,Restoran,Sonbahar
Gezilecek Yer 14207,3.7,Bursa,54972,Müze,Yaz
Gezilecek Yer 14208,4.6,Bursa,26520,Tarihi Yer,Yaz
Gezilecek Yer 14209,4.6,Konya,4209,Plaj,Yaz
Gezilecek Yer 14210,4.9,Antalya,8845,Müze,Kış
Gezilecek Yer 14211,4.9,Bursa,54912,Park,Yaz
Gezilecek Yer 14212,4.7,Konya,17720,Restoran,Yaz
Gezilecek Yer 14213,4.5,Antalya,16484,Restoran,Sonbahar
Gezilecek Yer 14214,3.6,Trabzon,7308,Müze,Bahar
Gezilecek Yer 14215,5.0,İzmir,54229,Müze,Yaz
Gezilecek Yer 14216,4.3,Trabzon,6880,Park,Yaz
Gezilecek Yer 14217,4.4,Antalya,57713,Park,Sonbahar
Gezilecek Yer 14218,3.8,İzmir,50748,Park,Sonbahar
Gezilecek Yer 14219,3.5,Bursa,49380,Restoran,Sonbahar
Gezilecek Yer 14220,4.5,Muğla,37243,Müze,Kış
Gezilecek Yer 14221,4.0,Bodrum,16280,Müze,Bahar
Gezilecek Yer 14222,3.5,Trabzon,56558,Park,Bahar
Gezilecek Yer 14223,4.9,Bodrum,32932,Tarihi Yer,Sonbahar
Gezilecek Yer 14224,4.7,Adana,22260,Müze,Yaz
Gezilecek Yer 14225,3.7,Konya,26201,Tarihi Yer,Yaz
Gezilecek Yer 14226,4.1,Bodrum,5473,Restoran,Yaz
Gezilecek Yer 14227,4.5,Muğla,55821,Müze,Sonbahar
Gezilecek Yer 14228,3.8,Konya,20654,Tarihi Yer,Bahar
Gezilecek Yer 14229,3.8,Konya,17539,Restoran,Bahar
Gezilecek Yer 14230,5.0,Bodrum,3783,Park,Sonbahar
Gezilecek Yer 14231,3.7,Bursa,1354,Plaj,Sonbahar
Gezilecek Yer 14232,3.9,Muğla,32839,Restoran,Sonbahar
Gezilecek Yer 14233,4.1,Muğla,32450,Restoran,Bahar
Gezilecek Yer 14234,4.5,Antalya,34752,Müze,Sonbahar
Gezilecek Yer 14235,4.4,Konya,19733,Park,Sonbahar
Gezilecek Yer 14236,4.5,Adana,7466,Plaj,Kış
Gezilecek Yer 14237,3.9,Muğla,39277,Plaj,Sonbahar
Gezilecek Yer 14238,4.5,Konya,27908,Plaj,Sonbahar
Gezilecek Yer 14239,3.9,İzmir,44361,Plaj,Kış
Gezilecek Yer 14240,3.6,Ankara,40071,Restoran,Yaz
Gezilecek Yer 14241,4.8,Konya,7809,Park,Bahar
Gezilecek Yer 14242,4.7,İzmir,58556,Park,Sonbahar
Gezilecek Yer 14243,4.4,Adana,12225,Park,Bahar
Gezilecek Yer 14244,3.6,Ankara,25167,Müze,Yaz
Gezilecek Yer 14245,4.7,Trabzon,13475,Tarihi Yer,Sonbahar
Gezilecek Yer 14246,3.7,Bursa,10747,Park,Kış
Gezilecek Yer 14247,4.0,Ankara,47733,Tarihi Yer,Bahar
Gezilecek Yer 14248,3.7,Bodrum,8023,Restoran,Bahar
Gezilecek Yer 14249,5.0,Bursa,22996,Müze,Sonbahar
Gezilecek Yer 14250,4.5,İstanbul,26974,Müze,Bahar
Gezilecek Yer 14251,4.1,Trabzon,51379,Müze,Kış
Gezilecek Yer 14252,5.0,Bodrum,38827,Müze,Bahar
Gezilecek Yer 14253,4.7,Ankara,51505,Plaj,Yaz
Gezilecek Yer 14254,3.9,Muğla,36113,Restoran,Bahar
Gezilecek Yer 14255,4.9,Ankara,3339,Müze,Sonbahar
Gezilecek Yer 14256,4.1,Antalya,19725,Tarihi Yer,Yaz
Gezilecek Yer 14257,4.3,Antalya,51961,Park,Kış
Gezilecek Yer 14258,4.2,Antalya,35634,Park,Kış
Gezilecek Yer 14259,3.9,Muğla,49406,Plaj,Kış
Gezilecek Yer 14260,4.2,Muğla,31417,Plaj,Yaz
Gezilecek Yer 14261,3.6,İstanbul,53917,Müze,Yaz
Gezilecek Yer 14262,3.6,Antalya,55901,Müze,Bahar
Gezilecek Yer 14263,3.9,Konya,38135,Restoran,Bahar
Gezilecek Yer 14264,3.6,Bodrum,54171,Tarihi Yer,Sonbahar
Gezilecek Yer 14265,4.2,Konya,26150,Müze,Kış
Gezilecek Yer 14266,4.8,Ankara,42985,Tarihi Yer,Yaz
Gezilecek Yer 14267,3.7,İzmir,27747,Restoran,Yaz
Gezilecek Yer 14268,4.4,Adana,54221,Plaj,Kış
Gezilecek Yer 14269,3.5,Trabzon,59761,Müze,Bahar
Gezilecek Yer 14270,3.9,Bodrum,27733,Müze,Kış
Gezilecek Yer 14271,4.7,Muğla,48146,Tarihi Yer,Kış
Gezilecek Yer 14272,4.1,Ankara,58555,Park,Bahar
Gezilecek Yer 14273,3.6,Muğla,39390,Park,Kış
Gezilecek Yer 14274,3.9,Konya,1099,Müze,Sonbahar
Gezilecek Yer 14275,4.4,Bursa,3240,Plaj,Kış
Gezilecek Yer 14276,4.8,Ankara,31599,Müze,Sonbahar
Gezilecek Yer 14277,4.1,Trabzon,32297,Restoran,Kış
Gezilecek Yer 14278,4.7,Muğla,16814,Restoran,Yaz
Gezilecek Yer 14279,4.8,Konya,30035,Restoran,Sonbahar
Gezilecek Yer 14280,4.7,Bodrum,44941,Tarihi Yer,Sonbahar
Gezilecek Yer 14281,3.7,Antalya,35727,Tarihi Yer,Kış
Gezilecek Yer 14282,4.0,Adana,8290,Plaj,Yaz
Gezilecek Yer 14283,4.0,İstanbul,57611,Park,Yaz
Gezilecek Yer 14284,4.0,Konya,1409,Plaj,Yaz
Gezilecek Yer 14285,4.0,Bursa,51723,Tarihi Yer,Kış
Gezilecek Yer 14286,4.3,Antalya,20267,Plaj,Yaz
Gezilecek Yer 14287,4.4,Adana,47448,Müze,Sonbahar
Gezilecek Yer 14288,4.6,Muğla,31743,Plaj,Bahar
Gezilecek Yer 14289,4.6,İstanbul,43394,Park,Sonbahar
Gezilecek Yer 14290,3.6,Bodrum,14262,Plaj,Sonbahar
Gezilecek Yer 14291,4.8,Trabzon,27423,Plaj,Kış
Gezilecek Yer 14292,5.0,Bursa,6006,Tarihi Yer,Bahar
Gezilecek Yer 14293,4.1,Antalya,49115,Müze,Kış
Gezilecek Yer 14294,4.9,Ankara,46644,Park,Yaz
Gezilecek Yer 14295,4.8,Bodrum,7363,Müze,Yaz
Gezilecek Yer 14296,4.6,Konya,34205,Park,Yaz
Gezilecek Yer 14297,3.8,Konya,6017,Plaj,Yaz
Gezilecek Yer 14298,3.8,Konya,19926,Plaj,Kış
Gezilecek Yer 14299,4.0,Bursa,7273,Tarihi Yer,Yaz
Gezilecek Yer 14300,4.8,Trabzon,24209,Plaj,Yaz
Gezilecek Yer 14301,4.0,Konya,20856,Tarihi Yer,Sonbahar
Gezilecek Yer 14302,3.7,Ankara,47654,Tarihi Yer,Sonbahar
Gezilecek Yer 14303,4.6,Muğla,58641,Park,Sonbahar
Gezilecek Yer 14304,4.1,Adana,10064,Park,Bahar
Gezilecek Yer 14305,3.6,Konya,49237,Müze,Bahar
Gezilecek Yer 14306,4.0,İstanbul,35725,Restoran,Yaz
Gezilecek Yer 14307,5.0,Adana,42631,Restoran,Bahar
Gezilecek Yer 14308,4.2,Bodrum,56330,Müze,Sonbahar
Gezilecek Yer 14309,4.7,Bursa,40790,Park,Kış
Gezilecek Yer 14310,4.8,Ankara,33638,Park,Yaz
Gezilecek Yer 14311,4.1,İzmir,59563,Restoran,Yaz
Gezilecek Yer 14312,3.9,İstanbul,9201,Tarihi Yer,Yaz
Gezilecek Yer 14313,3.6,Trabzon,10119,Tarihi Yer,Yaz
Gezilecek Yer 14314,3.8,İstanbul,4274,Park,Bahar
Gezilecek Yer 14315,4.1,İzmir,23468,Park,Bahar
Gezilecek Yer 14316,4.7,İzmir,4354,Restoran,Yaz
Gezilecek Yer 14317,4.2,Konya,31661,Tarihi Yer,Sonbahar
Gezilecek Yer 14318,3.7,Ankara,40634,Plaj,Yaz
Gezilecek Yer 14319,3.5,İzmir,54951,Müze,Yaz
Gezilecek Yer 14320,3.7,Bodrum,57586,Müze,Sonbahar
Gezilecek Yer 14321,4.1,Trabzon,18203,Plaj,Bahar
Gezilecek Yer 14322,4.0,Muğla,10968,Müze,Yaz
Gezilecek Yer 14323,4.0,İzmir,59097,Müze,Yaz
Gezilecek Yer 14324,3.6,İstanbul,4735,Park,Sonbahar
Gezilecek Yer 14325,4.4,Trabzon,37344,Tarihi Yer,Yaz
Gezilecek Yer 14326,3.9,Antalya,38560,Restoran,Kış
Gezilecek Yer 14327,4.5,Bodrum,57057,Restoran,Yaz
Gezilecek Yer 14328,4.8,Bodrum,46966,Müze,Kış
Gezilecek Yer 14329,3.8,Antalya,27931,Park,Yaz
Gezilecek Yer 14330,3.7,İstanbul,4762,Müze,Bahar
Gezilecek Yer 14331,3.9,Muğla,32885,Tarihi Yer,Sonbahar
Gezilecek Yer 14332,4.4,Adana,37920,Restoran,Kış
Gezilecek Yer 14333,4.0,Muğla,41433,Restoran,Kış
Gezilecek Yer 14334,3.8,Bodrum,18765,Tarihi Yer,Bahar
Gezilecek Yer 14335,4.2,Trabzon,26817,Müze,Kış
Gezilecek Yer 14336,4.6,Bursa,338,Tarihi Yer,Bahar
Gezilecek Yer 14337,4.7,Bodrum,16952,Restoran,Sonbahar
Gezilecek Yer 14338,3.9,Bodrum,41310,Park,Yaz
Gezilecek Yer 14339,4.0,Muğla,48117,Tarihi Yer,Yaz
Gezilecek Yer 14340,4.9,Bodrum,9733,Park,Yaz
Gezilecek Yer 14341,3.6,Bodrum,24667,Plaj,Kış
Gezilecek Yer 14342,4.2,Antalya,4893,Plaj,Bahar
Gezilecek Yer 14343,4.2,Konya,34802,Restoran,Bahar
Gezilecek Yer 14344,3.7,Konya,23072,Plaj,Yaz
Gezilecek Yer 14345,4.6,Antalya,7944,Park,Sonbahar
Gezilecek Yer 14346,4.0,Muğla,9427,Park,Yaz
Gezilecek Yer 14347,3.9,Ankara,3587,Restoran,Kış
Gezilecek Yer 14348,4.7,İzmir,8672,Park,Kış
Gezilecek Yer 14349,4.8,Bodrum,47758,Plaj,Kış
Gezilecek Yer 14350,4.5,İzmir,16451,Müze,Kış
Gezilecek Yer 14351,4.8,Adana,1321,Restoran,Kış
Gezilecek Yer 14352,4.3,İstanbul,1212,Restoran,Bahar
Gezilecek Yer 14353,3.9,Bursa,27517,Park,Yaz
Gezilecek Yer 14354,3.7,Bodrum,11555,Tarihi Yer,Sonbahar
Gezilecek Yer 14355,4.6,İstanbul,32832,Müze,Kış
Gezilecek Yer 14356,4.0,Ankara,54484,Tarihi Yer,Yaz
Gezilecek Yer 14357,3.6,Adana,49212,Müze,Bahar
Gezilecek Yer 14358,4.8,Ankara,222,Plaj,Sonbahar
Gezilecek Yer 14359,3.6,Trabzon,59183,Müze,Sonbahar
Gezilecek Yer 14360,4.7,Trabzon,11721,Tarihi Yer,Yaz
Gezilecek Yer 14361,4.1,Bodrum,16468,Restoran,Kış
Gezilecek Yer 14362,4.3,Bursa,25281,Müze,Bahar
Gezilecek Yer 14363,3.5,Adana,3673,Park,Sonbahar
Gezilecek Yer 14364,3.5,İzmir,16519,Plaj,Sonbahar
Gezilecek Yer 14365,3.5,Ankara,17226,Restoran,Yaz
Gezilecek Yer 14366,3.7,İzmir,59600,Restoran,Sonbahar
Gezilecek Yer 14367,4.9,Bursa,13892,Plaj,Sonbahar
Gezilecek Yer 14368,4.8,Ankara,59488,Plaj,Kış
Gezilecek Yer 14369,4.9,Adana,6269,Plaj,Bahar
Gezilecek Yer 14370,4.9,İzmir,57284,Restoran,Yaz
Gezilecek Yer 14371,4.0,İzmir,26618,Müze,Bahar
Gezilecek Yer 14372,3.7,İstanbul,23375,Plaj,Sonbahar
Gezilecek Yer 14373,4.4,Adana,26624,Tarihi Yer,Bahar
Gezilecek Yer 14374,4.8,Bodrum,6463,Müze,Kış
Gezilecek Yer 14375,4.8,Antalya,46018,Restoran,Sonbahar
Gezilecek Yer 14376,4.7,Adana,15383,Müze,Kış
Gezilecek Yer 14377,4.9,Muğla,48866,Tarihi Yer,Kış
Gezilecek Yer 14378,4.9,Ankara,19644,Plaj,Kış
Gezilecek Yer 14379,3.5,Trabzon,18024,Park,Bahar
Gezilecek Yer 14380,4.2,Trabzon,24845,Plaj,Sonbahar
Gezilecek Yer 14381,4.8,Adana,22536,Plaj,Bahar
Gezilecek Yer 14382,5.0,Bursa,10328,Restoran,Sonbahar
Gezilecek Yer 14383,4.1,Trabzon,37870,Restoran,Sonbahar
Gezilecek Yer 14384,4.6,Bodrum,21783,Park,Bahar
Gezilecek Yer 14385,4.3,Trabzon,52651,Tarihi Yer,Bahar
Gezilecek Yer 14386,4.8,İzmir,29479,Müze,Kış
Gezilecek Yer 14387,4.6,Bodrum,9291,Park,Yaz
Gezilecek Yer 14388,3.6,İstanbul,47927,Müze,Yaz
Gezilecek Yer 14389,4.5,Trabzon,49655,Park,Bahar
Gezilecek Yer 14390,4.4,İstanbul,7420,Restoran,Bahar
Gezilecek Yer 14391,4.0,İstanbul,33895,Plaj,Bahar
Gezilecek Yer 14392,5.0,Adana,29442,Park,Bahar
Gezilecek Yer 14393,3.6,Trabzon,41213,Tarihi Yer,Kış
Gezilecek Yer 14394,4.9,Ankara,13699,Müze,Sonbahar
Gezilecek Yer 14395,4.7,Antalya,34867,Müze,Bahar
Gezilecek Yer 14396,3.7,Ankara,58445,Restoran,Kış
Gezilecek Yer 14397,4.0,Trabzon,59513,Müze,Yaz
Gezilecek Yer 14398,4.4,Adana,24011,Restoran,Kış
Gezilecek Yer 14399,4.1,Bodrum,16060,Müze,Sonbahar
Gezilecek Yer 14400,4.0,Adana,38095,Park,Bahar
Gezilecek Yer 14401,4.3,Antalya,17717,Tarihi Yer,Yaz
Gezilecek Yer 14402,4.0,Trabzon,50786,Park,Sonbahar
Gezilecek Yer 14403,4.8,Muğla,41850,Müze,Kış
Gezilecek Yer 14404,5.0,İstanbul,12237,Restoran,Bahar
Gezilecek Yer 14405,4.3,İzmir,8979,Park,Kış
Gezilecek Yer 14406,3.8,Bursa,1544,Tarihi Yer,Yaz
Gezilecek Yer 14407,4.4,Adana,4169,Plaj,Sonbahar
Gezilecek Yer 14408,4.6,Antalya,45898,Plaj,Bahar
Gezilecek Yer 14409,4.1,Bursa,57520,Müze,Kış
Gezilecek Yer 14410,4.0,İstanbul,4248,Müze,Kış
Gezilecek Yer 14411,3.8,Adana,24727,Restoran,Kış
Gezilecek Yer 14412,4.1,Konya,8365,Müze,Yaz
Gezilecek Yer 14413,3.8,İstanbul,19153,Restoran,Bahar
Gezilecek Yer 14414,3.9,Muğla,8703,Müze,Sonbahar
Gezilecek Yer 14415,3.8,Bodrum,29298,Müze,Bahar
Gezilecek Yer 14416,4.4,İzmir,5603,Park,Bahar
Gezilecek Yer 14417,4.9,Muğla,992,Park,Bahar
Gezilecek Yer 14418,3.6,Bodrum,7393,Plaj,Sonbahar
Gezilecek Yer 14419,4.3,Bodrum,8562,Restoran,Yaz
Gezilecek Yer 14420,4.5,Adana,39569,Plaj,Kış
Gezilecek Yer 14421,4.9,Trabzon,53950,Plaj,Sonbahar
Gezilecek Yer 14422,4.6,İstanbul,2021,Plaj,Yaz
Gezilecek Yer 14423,4.0,Antalya,34876,Park,Bahar
Gezilecek Yer 14424,3.8,Muğla,8800,Müze,Bahar
Gezilecek Yer 14425,4.9,Ankara,42646,Plaj,Yaz
Gezilecek Yer 14426,4.5,Konya,3308,Park,Kış
Gezilecek Yer 14427,4.5,İzmir,42838,Restoran,Kış
Gezilecek Yer 14428,4.6,Bodrum,31877,Park,Sonbahar
Gezilecek Yer 14429,3.7,Bursa,14793,Park,Yaz
Gezilecek Yer 14430,5.0,Adana,52695,Restoran,Yaz
Gezilecek Yer 14431,3.6,İzmir,1727,Müze,Kış
Gezilecek Yer 14432,3.6,Bursa,3724,Plaj,Yaz
Gezilecek Yer 14433,4.2,Antalya,7927,Plaj,Sonbahar
Gezilecek Yer 14434,4.3,Antalya,25515,Plaj,Yaz
Gezilecek Yer 14435,3.8,Konya,20541,Müze,Bahar
Gezilecek Yer 14436,4.8,Adana,52091,Tarihi Yer,Sonbahar
Gezilecek Yer 14437,4.3,İzmir,29022,Plaj,Sonbahar
Gezilecek Yer 14438,4.2,Trabzon,5569,Plaj,Bahar
Gezilecek Yer 14439,3.8,İzmir,18204,Tarihi Yer,Bahar
Gezilecek Yer 14440,3.5,Bursa,4163,Park,Yaz
Gezilecek Yer 14441,4.6,İzmir,41096,Müze,Kış
Gezilecek Yer 14442,3.7,İstanbul,14487,Müze,Yaz
Gezilecek Yer 14443,4.6,İstanbul,16608,Müze,Kış
Gezilecek Yer 14444,3.9,İstanbul,53937,Müze,Kış
Gezilecek Yer 14445,5.0,Antalya,2357,Tarihi Yer,Sonbahar
Gezilecek Yer 14446,4.9,İstanbul,2798,Müze,Sonbahar
Gezilecek Yer 14447,3.6,Trabzon,53149,Park,Sonbahar
Gezilecek Yer 14448,4.6,Ankara,40710,Tarihi Yer,Bahar
Gezilecek Yer 14449,4.8,Antalya,1302,Plaj,Bahar
Gezilecek Yer 14450,3.9,Trabzon,8930,Plaj,Sonbahar
Gezilecek Yer 14451,4.9,Ankara,32805,Müze,Kış
Gezilecek Yer 14452,3.8,Muğla,13210,Park,Yaz
Gezilecek Yer 14453,5.0,Muğla,33193,Müze,Kış
Gezilecek Yer 14454,4.9,İstanbul,41409,Plaj,Sonbahar
Gezilecek Yer 14455,3.7,Konya,4505,Restoran,Kış
Gezilecek Yer 14456,4.2,Muğla,39104,Plaj,Bahar
Gezilecek Yer 14457,4.3,Bursa,13481,Tarihi Yer,Sonbahar
Gezilecek Yer 14458,4.9,Antalya,38605,Müze,Sonbahar
Gezilecek Yer 14459,4.2,İstanbul,54134,Plaj,Yaz
Gezilecek Yer 14460,5.0,Bodrum,21901,Park,Bahar
Gezilecek Yer 14461,3.8,İstanbul,29203,Tarihi Yer,Kış
Gezilecek Yer 14462,4.4,Trabzon,25040,Tarihi Yer,Sonbahar
Gezilecek Yer 14463,4.2,Antalya,52799,Müze,Yaz
Gezilecek Yer 14464,4.7,Trabzon,4525,Park,Kış
Gezilecek Yer 14465,4.9,Ankara,59124,Plaj,Yaz
Gezilecek Yer 14466,5.0,Antalya,17409,Tarihi Yer,Sonbahar
Gezilecek Yer 14467,4.5,İzmir,50791,Restoran,Kış
Gezilecek Yer 14468,4.5,İzmir,26732,Restoran,Sonbahar
Gezilecek Yer 14469,3.6,İzmir,46462,Plaj,Yaz
Gezilecek Yer 14470,4.8,Antalya,43385,Plaj,Yaz
Gezilecek Yer 14471,4.6,Ankara,28459,Plaj,Kış
Gezilecek Yer 14472,4.1,İstanbul,110,Müze,Kış
Gezilecek Yer 14473,4.7,Ankara,1373,Park,Yaz
Gezilecek Yer 14474,3.6,Adana,53291,Müze,Yaz
Gezilecek Yer 14475,4.5,Antalya,33609,Park,Yaz
Gezilecek Yer 14476,4.0,Muğla,54518,Park,Yaz
Gezilecek Yer 14477,4.2,İstanbul,55129,Müze,Sonbahar
Gezilecek Yer 14478,4.9,Muğla,7578,Tarihi Yer,Bahar
Gezilecek Yer 14479,5.0,Konya,35784,Park,Sonbahar
Gezilecek Yer 14480,3.9,Trabzon,38738,Restoran,Kış
Gezilecek Yer 14481,3.8,Muğla,49790,Restoran,Sonbahar
Gezilecek Yer 14482,3.7,Muğla,42604,Restoran,Sonbahar
Gezilecek Yer 14483,3.8,Trabzon,17992,Park,Sonbahar
Gezilecek Yer 14484,4.7,Konya,6698,Tarihi Yer,Bahar
Gezilecek Yer 14485,4.2,Konya,7508,Tarihi Yer,Sonbahar
Gezilecek Yer 14486,4.1,Trabzon,12032,Restoran,Kış
Gezilecek Yer 14487,4.6,Ankara,34491,Park,Sonbahar
Gezilecek Yer 14488,4.9,Ankara,59841,Plaj,Kış
Gezilecek Yer 14489,4.3,Bodrum,41277,Restoran,Kış
Gezilecek Yer 14490,3.6,Ankara,47034,Plaj,Yaz
Gezilecek Yer 14491,3.6,Adana,30305,Plaj,Kış
